Время генерации: 15.12.2025 15:36:38

ID: 2920, Имя: amdfendrsr, Приоритет: 8, Запуск: 14.12.2025 11:07:34, ЦПУ (общее): 6,09s, Состояние: Отвечает
ID: 4332, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 7,11s, Состояние: Отвечает
ID: 4400, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 6,25s, Состояние: Отвечает
ID: 4484, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 11,75s, Состояние: Отвечает
ID: 4528, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 36,11s, Состояние: Отвечает
ID: 4552, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 8,38s, Состояние: Отвечает
ID: 4752, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 36,64s, Состояние: Отвечает
ID: 4800, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 6,34s, Состояние: Отвечает
ID: 4364, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 6,41s, Состояние: Отвечает
ID: 4744, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 21,84s, Состояние: Отвечает
ID: 5132, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 7,47s, Состояние: Отвечает
ID: 5176, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 84,52s, Состояние: Отвечает
ID: 5184, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 8,09s, Состояние: Отвечает
ID: 5192, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 8,55s, Состояние: Отвечает
ID: 5276, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 8,48s, Состояние: Отвечает
ID: 5284, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 6,09s, Состояние: Отвечает
ID: 5460, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 7,12s, Состояние: Отвечает
ID: 5632, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 6,58s, Состояние: Отвечает
ID: 6008, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 8,67s, Состояние: Отвечает
ID: 6176, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 7,16s, Состояние: Отвечает
ID: 7984, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:35, ЦПУ (общее): 5,97s, Состояние: Отвечает
ID: 8328, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:36, ЦПУ (общее): 139,77s, Состояние: Отвечает
ID: 1788, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:47, ЦПУ (общее): 12,83s, Состояние: Отвечает
ID: 7904, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:07:53, ЦПУ (общее): 7,06s, Состояние: Отвечает
ID: 2312, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:27, ЦПУ (общее): 6,98s, Состояние: Отвечает
ID: 5408, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:28, ЦПУ (общее): 6,47s, Состояние: Отвечает
ID: 7612, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:28, ЦПУ (общее): 13,83s, Состояние: Отвечает
ID: 9780, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:29, ЦПУ (общее): 6,97s, Состояние: Отвечает
ID: 9836, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:29, ЦПУ (общее): 7,53s, Состояние: Отвечает
ID: 9880, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:29, ЦПУ (общее): 8,52s, Состояние: Отвечает
ID: 10168, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:30, ЦПУ (общее): 6,89s, Состояние: Отвечает
ID: 10188, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:30, ЦПУ (общее): 7,70s, Состояние: Отвечает
ID: 11360, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:31, ЦПУ (общее): 7,33s, Состояние: Отвечает
ID: 12660, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:35, ЦПУ (общее): 16,53s, Состояние: Отвечает
ID: 12784, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:37, ЦПУ (общее): 6,36s, Состояние: Отвечает
ID: 15388, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:39, ЦПУ (общее): 6,06s, Состояние: Отвечает
ID: 16364, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:08:41, ЦПУ (общее): 14,28s, Состояние: Отвечает
ID: 13348, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:09:38, ЦПУ (общее): 6,92s, Состояние: Отвечает
ID: 16544, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:09:43, ЦПУ (общее): 6,73s, Состояние: Отвечает
ID: 12772, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:09:43, ЦПУ (общее): 6,91s, Состояние: Отвечает
ID: 13196, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:09:43, ЦПУ (общее): 214,38s, Состояние: Отвечает
ID: 19940, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:09:45, ЦПУ (общее): 12,91s, Состояние: Отвечает
ID: 14252, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:10:08, ЦПУ (общее): 5,48s, Состояние: Отвечает
ID: 2484, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:15:07, ЦПУ (общее): 5,88s, Состояние: Отвечает
ID: 14772, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 11:15:07, ЦПУ (общее): 7,58s, Состояние: Отвечает
ID: 23908, Имя: svchost, Приоритет: 8, Запуск: 14.12.2025 21:23:23, ЦПУ (общее): 2,28s, Состояние: Отвечает
ID: 3112, Имя: svchost, Приоритет: 8, Запуск: 15.12.2025 1:11:02, ЦПУ (общее): 1,38s, Состояние: Отвечает
ID: 26616, Имя: svchost, Приоритет: 8, Запуск: 15.12.2025 11:32:13, ЦПУ (общее): 0,41s, Состояние: Отвечает
ID: 7796, Имя: svchost, Приоритет: 8, Запуск: 15.12.2025 11:48:11, ЦПУ (общее): 0,11s, Состояние: Отвечает
ID: 15864, Имя: svchost, Приоритет: 8, Запуск: 15.12.2025 15:27:54, ЦПУ (общее): 0,08s, Состояние: Отвечает
ID: 8088, Имя: svchost, Приоритет: 8, Запуск: 15.12.2025 15:32:48, ЦПУ (общее): 0,03s, Состояние: Отвечает
ID: 20280, Имя: svchost, Приоритет: 8, Запуск: 15.12.2025 15:32:48, ЦПУ (общее): 0,02s, Состояние: Отвечает
ID: 3732, Имя: svchost, Приоритет: 8, Запуск: 15.12.2025 15:32:53, ЦПУ (общее): 0,28s, Состояние: Отвечает
ID: 18000, Имя: symsrvhost, Приоритет: 8, Запуск: 15.12.2025 15:26:49, ЦПУ (общее): 0,06s, Состояние: Отвечает
ID: 4, Имя: System, Приоритет: 8, Запуск: 14.12.2025 11:07:24, ЦПУ (общее): 4006,42s, Состояние: Отвечает
ID: 15156, Имя: SystemSettings, Приоритет: 8, Запуск: 14.12.2025 11:15:04, ЦПУ (общее): 2,95s, Состояние: Не отвечает
ID: 9924, Имя: taskhostw, Приоритет: 8, Запуск: 14.12.2025 11:08:30, ЦПУ (общее): 3,41s, Состояние: Отвечает
ID: 16584, Имя: TextInputHost, Приоритет: 13, Запуск: 14.12.2025 11:08:47, ЦПУ (общее): 57,25s, Состояние: Отвечает
ID: 4948, Имя: unsecapp, Приоритет: 8, Запуск: 14.12.2025 11:07:42, ЦПУ (общее): 0,47s, Состояние: Отвечает
ID: 15424, Имя: UserOOBEBroker, Приоритет: 8, Запуск: 14.12.2025 11:08:39, ЦПУ (общее): 0,05s, Состояние: Отвечает
ID: 23864, Имя: VBCSCompiler, Приоритет: 8, Запуск: 15.12.2025 6:13:58, ЦПУ (общее): 9,67s, Состояние: Отвечает
ID: 22404, Имя: VsDebugConsole, Приоритет: 8, Запуск: 15.12.2025 15:36:38, ЦПУ (общее): 0,05s, Состояние: Отвечает
ID: 10944, Имя: Widgets, Приоритет: 8, Запуск: 14.12.2025 11:08:37, ЦПУ (общее): 4,88s, Состояние: Отвечает
ID: 13368, Имя: WidgetService, Приоритет: 8, Запуск: 14.12.2025 11:08:38, ЦПУ (общее): 1,81s, Состояние: Отвечает
ID: 1516, Имя: wininit, Приоритет: 13, Запуск: 14.12.2025 11:07:33, ЦПУ (общее): 0,20s, Состояние: Отвечает
ID: 1612, Имя: winlogon, Приоритет: 13, Запуск: 14.12.2025 11:07:33, ЦПУ (общее): 0,70s, Состояние: Отвечает
ID: 3708, Имя: WmiPrvSE, Приоритет: 8, Запуск: 14.12.2025 11:07:34, ЦПУ (общее): 4,30s, Состояние: Отвечает
ID: 3768, Имя: WmiPrvSE, Приоритет: 8, Запуск: 14.12.2025 11:07:34, ЦПУ (общее): 7861,28s, Состояние: Отвечает
ID: 1892, Имя: WUDFHost, Приоритет: 8, Запуск: 14.12.2025 11:07:33, ЦПУ (общее): 0,02s, Состояние: Отвечает
